"name","brand","ean","price","grammage","category","sale","image"
"REWE Regional Hähnchenherzen 350g","REWE Regional","4337256405553","2.49","350g (1 kg = 7,11 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8728845/36096767_digital-image.png"
"Stockmeyer Bio Leberwurst fein 125g","Stockmeyer","4006639032401","1.99","125g (1 kg = 15,92 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9089295/44320367_digital-image.png"
"Wiesbauer Weinviertler Winzerwurst 80g","Wiesbauer","9002668512094","2.49","80g (1 kg = 31,13 €)","Fleisch & Fisch","False","https://img.rewe-static.de/4937228/21289246_digital-image.png"
"Vinzenzmurr Echt Bayrische Rostbratwurst 260g","Vinzenzmurr","4006018635131","4.79","260g (1 kg = 18,42 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1008227/35000965_digital-image.png"
"REWE Bio Bratwurst grob 300g","REWE Bio","4047334069538","6.49","300g (1 kg = 21,63 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1287110/23096990_digital-image.png"
"REWE Beste Wahl Stremellachs Pfeffer 125g","REWE Beste Wahl","4337256867375","3.49","125g (1 kg = 27,92 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9975083/45711888_digital-image.png"
"EatHappy Gyoza Hühnchen 125g","EatHappy","4260372066783","4.99","125g (1 kg = 39,92 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8929055/39942950_digital-image.png"
"EatHappy Sushi California Crunchy Tuna 236g","EatHappy","4260372066097","8.49","236g (1 kg = 35,97 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8823637/38578022_digital-image.png"
"Wilhelm Brandenburg Geflügel-Fleischwurst Paprika 100g","Wilhelm Brandenburg","4337256277938","1.99","100g (1 kg = 19,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3107943/26393661_digital-image.png"
"Wilhelm Brandenburg Kesselschinken geräuchert 100g","Wilhelm Brandenburg","4337256509787","2.29","100g (1 kg = 22,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8087901/30323466_digital-image.png"
"REWE Beste Wahl Fuet Salami luftgetrocknet 100g","REWE Beste Wahl","4337256730730","2.99","100g (1 kg = 29,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7633942/42749723_digital-image.png"
"EatHappy Sushi Veggie Premium Box vegan 384g","EatHappy","4260372060804","11.99","384g (1 kg = 31,22 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8440223/31049075_digital-image.png"
"San Daniel Parmaschinken 100g","NA","4260342990445","7.79","100g (1 kg = 77,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3028721/26986057_digital-image.png"
"Nadler Edle Matjesfilets 110g","Nadler","4021900006387","2.19","125g (1 kg = 17,52 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7851938/34095938_digital-image.png"
"Handl Tyrol Knabbersticks 80g","Handl Tyrol","9001745084554","2.39","80g (1 kg = 29,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8861868/39266199_digital-image.png"
"Berger Kümmelbraten 100g","Berger","9001455032388","2.79","100g (1 kg = 27,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8561781/32998134_digital-image.png"
"Wiltmann Bio Salamissimo Luftgetrocknete Mini-Salamis Klassik 70g","Wiltmann","4001956252495","3.19","70g (1 kg = 45,57 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8182360/29377257_digital-image.png"
"Reinert Bärchensalami 90g","Reinert","4006229043435","2.49","90g (1 kg = 27,67 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1181643/12588340_digital-image.png"
"Wilhelm Brandenburg Italienische Mortadella mit Pistazien 100g","Wilhelm Brandenburg","4337256674041","1.99","100g (1 kg = 19,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7268716/28298625_digital-image.png"
"Handl Tyrol Bio Milde Tyrolini 70g","Handl Tyrol","9001745088026","2.99","70g (1 kg = 42,71 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8654305/41398099_digital-image.png"
"Citterio Italienische Salami Spianata Classica 70g","Citterio","80632825","2.69","70g (1 kg = 38,43 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0055382/22397795_digital-image.png"
"REWE Regional Putengulasch 500g","REWE Regional","4337256417808","6.99","500g (1 kg = 13,98 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8732712/36096732_digital-image.png"
"Höhenrainer Geflügel Rostbratwurst 250g","Höhenrainer","4009335085146","2.99","250g (1 kg = 11,96 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7392281/38861110_digital-image.png"
"REWE Regional Hähnchenflügel gewürzt 1kg","REWE Regional","4337256410045","5.99","1000g","Fleisch & Fisch","False","https://img.rewe-static.de/8734227/37249361_digital-image.png"
"Mein Lieblings Stremellachs ASC 90g","NA","4064872001189","3.79","90g (1 kg = 42,11 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9984294/44209596_digital-image.png"
"REWE Beste Wahl Mini Frikadellen vegan 200g","REWE Beste Wahl","4337256533300","1.99","200g (1 kg = 9,95 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8854037/37921271_digital-image.png"
"REWE Feine Welt Trüffel Salami 80g","REWE Feine Welt","4337256660402","3.69","80g (1 kg = 46,13 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2927422/25598759_digital-image.png"
"Wilhelm Brandenburg Salami fettreduziert 80g","Wilhelm Brandenburg","4337256632454","1.99","80g (1 kg = 24,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3106239/27186994_digital-image.png"
"Rügenwalder Mühle Vegane Mühlen Salami Peperoni 80g","Rügenwalder Mühle","4000405002971","1.59","80g (1 kg = 19,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9117745/43965107_digital-image.png"
"Du darfst Feine Teewurst - nach Rügenwalder Art mild geräuchert 100g","Du darfst","4063761542017","1.79","100g (1 kg = 17,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7289485/27967450_digital-image.png"
"REWE Beste Wahl Delikatess Feinschmecker Salami 70g","REWE Beste Wahl","4337256468718","1.89","70g (1 kg = 27 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8775448/36754783_digital-image.png"
"LikeMeat Like Döner vegan 180g","LikeMeat","4260380665077","3.29","180g (1 kg = 18,28 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8098384/38443402_digital-image.png"
"LikeMeat Like Chicken Filet vegan 180g","LikeMeat","4260380664483","3.29","180g (1 kg = 18,28 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7811248/35209604_digital-image.png"
"REWE Bio Putenschnitzel ca. 300g","REWE Bio","2161160000007","10.47","1 Stück ca. 300 g (1 kg = 34,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1267789/21087765_digital-image.png"
"Wilhelm Brandenburg Metzgerschinken geräuchert 100g","Wilhelm Brandenburg","21077524","2.49","100g (1 kg = 24,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0094213/12366440_digital-image.png"
"Senfter Südtiroler Markenspeck 80g","Senfter","8003013004487","2.89","80g (1 kg = 36,13 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2283638/2748490_digital-image.png"
"Mein Lieblings Wildlachs MSC 80g","NA","4006451000237","4.79","80g (1 kg = 59,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8367028/30003694_digital-image.png"
"Popp Feinster Fleischsalat mit Lauch 200g","Popp","4045800771305","1.89","200g (1 kg = 9,45 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8384022/30467558_digital-image.png"
"Mehlig & Heller Mutter's Leberwurst 250g","Mehlig & Heller","4010534013366","2.69","250g (1 kg = 10,76 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7913422/32880007_digital-image.png"
"Wilhelm Brandenburg Kaminwurzerl 100g","Wilhelm Brandenburg","4337256596459","2.79","100g (1 kg = 27,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0087953/22337455_digital-image.png"
"Wiltmann Bio Edelsalami 70g","Wiltmann","4001956252891","3.49","70g (1 kg = 49,86 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8751575/36596441_digital-image.png"
"Handl Tyrol Bio Würfel vom Schopfspeck 80g","Handl Tyrol","9001745082413","3.19","80g (1 kg = 39,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7992097/39608982_digital-image.png"
"Like Sweet & Chili Beef Style vegan 180g","NA","4260380665954","3.29","180g (1 kg = 18,28 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9174130/43424679_digital-image.png"
"REWE Feine Welt Italiens Bresaola Black Angus 70g","REWE Feine Welt","4337256661393","4.99","70g (1 kg = 71,29 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1941064/22143100_digital-image.png"
"Handl Tyrol Kaminwurzerl extra scharf 100g","Handl Tyrol","9001745015985","2.79","100g (1 kg = 27,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9868615/870300_digital-image.png"
"Handl Tyrol Würzige Tyrolini herzhaft 80g","Handl Tyrol","9001745062668","2.99","80g (1 kg = 37,38 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7208024/28915143_digital-image.png"
"REWE Beste Wahl Garnelen ASC in Knoblauch-Chili Marinade 100g","REWE Beste Wahl","4337256916042","1.99","100g (1 kg = 19,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9931114/47036305_digital-image.png"
"Steinhaus Pastrami New York Style 60g","Steinhaus","4009337302036","2.39","60g (1 kg = 39,83 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8216286/28268939_digital-image.png"
"Rügenwalder Mühle Mühlen Crispies Brezel vegan 180g","Rügenwalder Mühle","4000405001851","3.29","180g (1 kg = 18,28 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8976227/40640629_digital-image.png"
"Nature & Respect Freiland Hähnchenschenkel 500g","Nature & Respect","2703790000004","5.95","1 Stück ca. 500 g (1 kg = 11,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2207023/23441103_digital-image.png"
"REWE Feine Welt Jamon Iberico 70g","REWE Feine Welt","4337256656948","5.99","70g (1 kg = 85,57 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1957799/21874703_digital-image.png"
"Wilhelm Brandenburg Leberwurst im Glas 200g","Wilhelm Brandenburg","4337256492966","2.79","200g (1 kg = 13,95 €)","Fleisch & Fisch","False","https://img.rewe-static.de/5845009/2087860_digital-image.png"
"Wilhelm Brandenburg Kaminwurzerl extra scharf 100g","Wilhelm Brandenburg","4337256583916","2.79","100g (1 kg = 27,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0956858/8097510_digital-image.png"
"Abraham Bio Serrano Schinken 50g","Abraham","4034167713158","2.69","50g","Fleisch & Fisch","False","https://img.rewe-static.de/9046338/43331065_digital-image.png"
"REWE Bio Rinder-Suppenfleisch 400g","REWE Bio","2110630000009","7.56","1 Stück ca. 400 g (1 kg = 18,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1287118/20464423_digital-image.png"
"LikeMeat Like Rostbratwürstchen vegan 175g","LikeMeat","4260380662342","3.29","175g (1 kg = 18,80 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7921688/32637356_digital-image.png"
"Gutfried Puten-Salami 80g","Gutfried","4003171021290","1.69","80g (1 kg = 21,13 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7202901/27484155_digital-image.png"
"Pick Puszta Kolbasz 70g","Pick","5998003111555","1.99","70g (1 kg = 28,43 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1906727/23752049_digital-image.png"
"Metzgerei Vinzenzmurr Gelbwurst 200g","Vinzenzmurr","4006018436462","3.99","200g (1 kg = 19,95 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7145236/40210007_digital-image.png"
"Mein Lieblings Graved Lachs ASC 90g","NA","4006451000220","4.29","90g (1 kg = 47,67 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8385260/30003696_digital-image.png"
"Gutfried Hähnchenbrust Mango Curry 80g","Gutfried","4003171020101","1.99","80g (1 kg = 24,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8255852/29058115_digital-image.png"
"Wilhelm Brandenburg Gelbwurst 100g","Wilhelm Brandenburg","4337256863902","0.99","100g (1 kg = 9,90 €)","Fleisch & Fisch","True","https://img.rewe-static.de/0489064/12361530_digital-image.png"
"Abraham Serrano Reserva 70g","Abraham","4034167706648","2.59","70g (1 kg = 37 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7897095/34970085_digital-image.png"
"The Vegetarian Butcher Veganes Hick-Hack-Hurra 180g","The Vegetarian Butcher","8710522887165","3.19","180g (1 kg = 17,72 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8523840/31812000_digital-image.png"
"REWE to go Onigiri Lachs Edamame 100g","REWE to go","42259015","2.69","100g (1 kg = 26,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7971047/32241363_digital-image.png"
"REWE Regional Hähnchen Ministeaks 400g","REWE Regional","4337256420938","5.99","400g (1 kg = 14,98 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8730269/36096785_digital-image.png"
"Wiltmann Peperoni-Salami 80g","Wiltmann","4001956213663","1.99","80g (1 kg = 24,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0133608/2496890_digital-image.png"
"REWE Bio Kasseler aus dem Schweinerücken 200g","REWE Bio","2111350000003","6.58","1 Stück ca. 200 g (1 kg = 32,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2024967/23361567_digital-image.png"
"Bamboo Garden Reispapier 150g","Bamboo Garden","4023900430766","2.49","150g (1 kg = 16,60 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8991630/39593194_digital-image.png"
"Handl Tyrol Almwurzerl 100g","Handl Tyrol","9001745096151","2.79","100g (1 kg = 27,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3540740/20950291_digital-image.png"
"Natsu Hosomaki Gurke 116g","Natsu","4045851049453","2.49","116g (1 kg = 21,47 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8834637/43929695_digital-image.png"
"Saupiquet Thunfisch Brotaufstrich mit Knoblauch 115g","Saupiquet","3165950054019","3.29","115g (1 kg = 28,61 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3954560/26025021_digital-image.png"
"Sosiki Würstchen mit Schäldarm nach russischer Art 450g","NA","4036117030827","4.59","450g (1 kg = 10,20 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2429617/33619599_digital-image.png"
"Beeck Garnelensalat Curry Maracuja","Beeck","4008724255771","6.59","1 Stück ca. 150 g (1 kg = 43,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7058545/27193603_digital-image.png"
"Ferdi Fuchs Pizza-Roll Salami 2x24g","Ferdi Fuchs","4006639216207","1.59","2x24g (1 kg = 33,13 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7718153/37744139_digital-image.png"
"Wilhelm Brandenburg Geflügel Gelbwurst 100g","Wilhelm Brandenburg","4337256274708","1.99","100g (1 kg = 19,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/7168426/27521778_digital-image.png"
"Wiltmann Feine Leberwurst mit Kalbfleisch 125g","Wiltmann","4001956400063","1.79","125g (1 kg = 14,32 €)","Fleisch & Fisch","False","https://img.rewe-static.de/9463992/3529780_digital-image.png"
"Berger Wellness-Schinken 100g","Berger","9001455032456","2.59","100g (1 kg = 25,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8282647/32998129_digital-image.png"
"BiFi Veggie Carazza 40g","BiFi","4251097415857","1.99","2x40g (1 kg = 24,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8835937/38544739_digital-image.png"
"Nadler Heringstopf Dill Happen 300g","Nadler","4021900006752","3.39","300g (1 kg = 11,30 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8717950/34680410_digital-image.png"
"Mein Lieblings Lachsforelle GGN 80g","Krone","4064872000083","3.19","80g (1 kg = 39,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8485231/32235035_digital-image.png"
"Garden Gourmet Vegane Falafel Klassik 190g","Garden Gourmet","7290013998088","2.99","190g (1 kg = 15,74 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0987462/22823999_digital-image.png"
"Rügenwalder x KoRo Trockenmischung Veganes Mühlen Hack 75g","KoRo","4000405005460","2.99","75g","Fleisch & Fisch","False","https://img.rewe-static.de/9147410/42957637_digital-image.png"
"Sorger Salami Aufschnitt 150g","Sorger Wurst- und Schinkenspezialitäten","9002055002931","3.49","150g (1 kg = 23,27 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8740945/36592633_digital-image.png"
"Marten Baguettesalami 80g","Marten","4000246092674","2.59","80g (1 kg = 32,38 €)","Fleisch & Fisch","False","https://img.rewe-static.de/1370872/25653942_digital-image.png"
"Handl Tyrol Bio Kaminwurzerl 80g","Handl Tyrol","9001745082406","3.19","80g (1 kg = 39,88 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8448695/33962936_digital-image.png"
"Lewandowski Kabanossi Chili 100g","NA","4032549024533","1.99","100g (1 kg = 19,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/3634912/36948453_digital-image.png"
"Sorger Salami mit Camembert-Edelschimmel gereift 100g","Sorger Wurst- und Schinkenspezialitäten","9002055002467","2.59","100g (1 kg = 25,90 €)","Fleisch & Fisch","False","https://img.rewe-static.de/8553538/33558320_digital-image.png"
"Höhenrainer Putenleberkas 250g","Höhenrainer","4009335084934","2.69","250g (1 kg = 10,76 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0778435/36121749_digital-image.png"
"Wilhelm Brandenburg Schweine Bauchscheiben in Paprikamarinade 4 Stück","Wilhelm Brandenburg","4388844175280","4.49","400g (1 kg = 11,23 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2346433/25001620_digital-image.png"
"REWE Bio Original Nürnberger Rostbratwürstchen 160g","REWE Bio","4337256208628","3.49","160g (1 kg = 21,81 €)","Fleisch & Fisch","False","https://img.rewe-static.de/0333139/26083268_digital-image.png"
"Marten Salami Ungarischer Art 80g","NA","4000246094661","2.59","80g (1 kg = 32,38 €)","Fleisch & Fisch","False","https://img.rewe-static.de/2272862/25653945_digital-image.png"
